ΤΚ,Περιοχή,Ζώνη,"Συνολική κατανάλωση","Ημέρες κατανάλωσης","Μέση ημερήσια κατανάλωση","Πλήθος παροχών","Μήνας κατανάλωσης"
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Ε",358,33,10.80,4,01/2021
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Ε",260,34,7.60,5,01/2021
11745,ΑΘΗΝΑ,"Κλάση Δ",378,142,2.70,5,01/2021
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Δ",482,210,2.30,7,01/2021
11745,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση Β",36,210,0.20,7,01/2021
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Γ",257,330,0.80,11,01/2021
11745,ΚΟΥΚΑΚΙ,"Κλάση Β",75,330,0.20,11,01/2021
11745,ΑΘΗΝΑ,"Κλάση Γ",228,390,0.60,13,01/2021
11745,ΒΕΙΚΟΥ,"Κλάση Β",84,420,0.20,14,01/2021
11745,ΚΟΥΚΑΚΙ,"Κλάση A",6,510,0.00,17,01/2021
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Δ",859,540,1.60,18,01/2021
11745,"ΒΕΙΚΟΥ ΜΑΚΡΥΓΙΑΝΝΗ","Κλάση A",14,600,0.00,20,01/2021
11745,ΒΕΙΚΟΥ,"Κλάση A",17,990,0.00,33,01/2021
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Δ","1,826",1049,1.70,35,01/2021
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Γ",709,1140,0.60,38,01/2021
11745,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β",278,1170,0.20,39,01/2021
11745,"ΚΥΝΟΣΑΡΓΟΥΣ ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",35,1410,0.00,47,01/2021
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση Β",479,1860,0.30,62,01/2021
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Γ","1,114",1879,0.60,63,01/2021
11745,ΜΑΚΡΥΓΙΑΝΝΗ,"Κλάση A",51,3569,0.00,122,01/2021
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Γ","2,410",3930,0.60,131,01/2021
11745,ΑΘΗΝΑ,"Κλάση Β","1,006",4230,0.20,141,01/2021
11745,ΑΘΗΝΑ,"Κλάση A",115,4267,0.00,143,01/2021
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση A",184,6870,0.00,229,01/2021
11745,ΚΥΝΟΣΑΡΓΟΥΣ,"Κλάση Β","1,894",7920,0.20,264,01/2021
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση A",261,8020,0.00,269,01/2021
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Γ","8,001",12870,0.60,429,01/2021
11745,"ΑΓ. ΓΕΩΡΓΙΟΣ","Κλάση Β","3,687",14117,0.30,471,01/2021
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση A",550,21329,0.00,711,01/2021
11745,"ΝΕΟΣ ΚΟΣΜΟΣ","Κλάση Β","7,324",28296,0.30,944,01/2021
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση A","1,573",64566,0.00,2158,01/2021
11745,"ΑΓ. ΣΩΣΤΗΣ","Κλάση Β","22,646",87470,0.30,2916,01/2021
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Δ",42,29,1.40,2,01/2021
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Γ",260,407,0.60,18,01/2021
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ",572,406,1.40,23,01/2021
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",413,639,0.60,26,01/2021
11851,ΘΗΣΕΙΟ,"Κλάση Δ",835,456,1.80,29,01/2021
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση A",27,1080,0.00,42,01/2021
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",55,2339,0.00,91,01/2021
11851,"ΠΕΤΡΑΛΩΝΑ ΣΥΝ ΠΕΡΙΚΛΕΟΥΣ","Κλάση Β",679,2460,0.30,92,01/2021
11851,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β",903,3522,0.30,138,01/2021
11851,ΘΗΣΕΙΟ,"Κλάση Γ","3,186",5008,0.60,223,01/2021
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","5,012",8063,0.60,353,01/2021
11851,ΘΗΣΕΙΟ,"Κλάση A",784,35701,0.00,1335,01/2021
11851,ΘΗΣΕΙΟ,"Κλάση Β","9,750",38976,0.30,1479,01/2021
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","1,050",39668,0.00,1522,01/2021
11851,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","15,868",60656,0.30,2307,01/2021
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",335,57,5.90,4,01/2021
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Γ",58,88,0.70,4,01/2021
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Γ",338,510,0.70,17,01/2021
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση A",5,510,0.00,17,01/2021
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση A",12,575,0.00,20,01/2021
11852,"ΒΕΙΚΟΥ ΦΙΛΟΠΑΠΠΟΥ","Κλάση Β",167,767,0.20,28,01/2021
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,055",751,1.40,43,01/2021
11852,ΦΙΛΟΠΑΠΠΟΥ,"Κλάση Β",382,1470,0.30,49,01/2021
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","7,498",12246,0.60,532,01/2021
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","1,317",48140,0.00,1860,01/2021
11852,"ΑΝΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","21,822",82151,0.30,3124,01/2021
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",925,88,10.50,5,01/2021
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Γ",415,666,0.60,29,01/2021
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,867",1288,1.40,63,01/2021
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση A",61,2070,0.00,79,01/2021
11853,ΠΕΤΡΑΛΩΝΑ,"Κλάση Β",970,3617,0.30,139,01/2021
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","12,946",20694,0.60,861,01/2021
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A","2,131",80471,0.00,3062,01/2021
11853,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","34,839",132659,0.30,4996,01/2021
11854,ΚΕΝΤΡΟ,"Κλάση Δ",197,58,3.40,2,01/2021
11854,ΚΕΝΤΡΟ,"Κλάση Β",13,33,0.40,2,01/2021
11854,ΚΕΝΤΡΟ,"Κλάση A",1,55,0.00,2,01/2021
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Ε","1,787",72,24.80,4,01/2021
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Δ",167,82,2.00,4,01/2021
11854,ΤΑΥΡΟΣ,"Κλάση A",3,90,0.00,5,01/2021
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Ε",953,108,8.80,9,01/2021
11854,ΡΟΥΦ,"Κλάση Δ",594,333,1.80,13,01/2021
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Γ",236,334,0.70,14,01/2021
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Δ",985,530,1.90,26,01/2021
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Δ","1,056",560,1.90,29,01/2021
11854,ΡΟΥΦ,"Κλάση Γ",716,1116,0.60,50,01/2021
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση A",30,1437,0.00,53,01/2021
11854,ΜΕΤΑΞΟΥΡΓΕΙΟ,"Κλάση Β",331,1511,0.20,58,01/2021
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Γ","1,179",1790,0.70,88,01/2021
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Γ","3,521",5640,0.60,244,01/2021
11854,ΡΟΥΦ,"Κλάση A",146,7017,0.00,268,01/2021
11854,ΡΟΥΦ,"Κλάση Β","2,191",8715,0.30,337,01/2021
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση A",232,10858,0.00,431,01/2021
11854,ΓΚΑΖΟΧΩΡΙ,"Κλάση Β","2,578",10550,0.20,436,01/2021
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση A",593,23819,0.00,934,01/2021
11854,"ΚΑΤΩ ΠΕΤΡΑΛΩΝΑ","Κλάση Β","9,778",36814,0.30,1407,01/2021
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Ε","5,127",332,15.40,20,01/2021
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Δ","2,692",1652,1.60,82,01/2021
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Γ","5,081",8098,0.60,362,01/2021
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση A",865,34382,0.00,1336,01/2021
11855,ΒΟΤΑΝΙΚΟΣ,"Κλάση Β","12,084",46936,0.30,1818,01/2021
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ",215,99,2.20,4,01/2021
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ",154,221,0.70,9,01/2021
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","2,914",199,14.60,12,01/2021
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",26,935,0.00,36,01/2021
12131,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",258,1125,0.20,45,01/2021
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","4,189",2558,1.60,129,01/2021
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","21,470",34097,0.60,1415,01/2021
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,956",73127,0.00,2850,01/2021
12131,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","42,078",149527,0.30,5653,01/2021
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ",44,76,0.60,3,01/2021
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση A",2,104,0.00,5,01/2021
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Δ",171,125,1.40,6,01/2021
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,532",144,10.60,7,01/2021
12132,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β",49,198,0.20,8,01/2021
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Ε","4,234",262,16.20,14,01/2021
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Γ",472,757,0.60,37,01/2021
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","2,380",1384,1.70,67,01/2021
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Δ","3,270",1753,1.90,89,01/2021
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση A",60,2565,0.00,99,01/2021
12132,ΚΟΛΟΚΥΝΘΟΥ,"Κλάση Β",783,2865,0.30,117,01/2021
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Γ","5,450",8337,0.70,359,01/2021
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","10,909",17440,0.60,717,01/2021
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",532,18816,0.00,756,01/2021
12132,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β","8,262",30956,0.30,1209,01/2021
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,030",37771,0.00,1432,01/2021
12132,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","20,299",71904,0.30,2710,01/2021
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",1,87,0.00,4,01/2021
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Ε","3,000",114,26.30,7,01/2021
12133,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση Β",46,175,0.30,7,01/2021
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",338,180,1.90,9,01/2021
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ",795,1232,0.60,50,01/2021
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Δ","2,893",1971,1.50,98,01/2021
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",113,4148,0.00,154,01/2021
12133,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","1,961",7321,0.30,275,01/2021
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Γ","19,605",30915,0.60,1277,01/2021
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση A","1,498",52883,0.00,2029,01/2021
12133,ΜΠΟΥΡΝΑΖΙ,"Κλάση Β","34,547",121380,0.30,4598,01/2021
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",32,60,0.50,2,01/2021
12134,"Ν. ΚΟΛΟΚΥΝΘΟΥ","Κλάση A",1,87,0.00,3,01/2021
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","1,016",87,11.70,4,01/2021
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ",175,150,1.20,5,01/2021
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",237,330,0.70,11,01/2021
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",78,359,0.20,12,01/2021
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",25,1080,0.00,36,01/2021
12134,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",312,1170,0.30,39,01/2021
12134,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",11,480,0.00,54,01/2021
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","2,571",1757,1.50,80,01/2021
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","15,979",24953,0.60,959,01/2021
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","1,984",72243,0.00,2663,01/2021
12134,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","31,228",114778,0.30,4196,01/2021
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Ε",567,60,9.50,2,01/2021
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","2,257",89,25.40,3,01/2021
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ",108,180,0.60,6,01/2021
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ",691,455,1.50,16,01/2021
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β",183,720,0.30,24,01/2021
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,155",740,1.60,25,01/2021
12135,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",23,870,0.00,29,01/2021
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Δ","2,477",1678,1.50,64,01/2021
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","5,519",8866,0.60,300,01/2021
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",317,12920,0.00,437,01/2021
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","13,363",21069,0.60,703,01/2021
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ","15,465",24564,0.60,897,01/2021
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",903,32880,0.00,1097,01/2021
12135,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","9,522",32840,0.30,1110,01/2021
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση A","1,405",54360,0.00,1895,01/2021
12135,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","22,845",78779,0.30,2626,01/2021
12135,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β","31,059",110445,0.30,3874,01/2021
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε","3,419",150,22.80,6,01/2021
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ",596,959,0.60,33,01/2021
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",34,1193,0.00,40,01/2021
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","3,440",2558,1.30,107,01/2021
12136,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β",931,3227,0.30,108,01/2021
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","31,750",50089,0.60,1912,01/2021
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση A","2,125",79086,0.00,4703,01/2021
12136,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","55,659",192863,0.30,6995,01/2021
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Ε",516,60,8.60,2,01/2021
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Δ",90,60,1.50,2,01/2021
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Ε","2,131",63,33.80,3,01/2021
12137,"ΛΟΦΟΣ ΑΞ/ΚΩΝ","Κλάση A",3,90,0.00,3,01/2021
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Γ",105,150,0.70,5,01/2021
12137,"ΛΟΦΟΣ ΑΞ/ΚΩΝ","Κλάση Β",81,270,0.30,9,01/2021
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση A",9,360,0.00,12,01/2021
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Δ",975,607,1.60,21,01/2021
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Δ","1,161",659,1.80,22,01/2021
12137,ΑΝΘΟΥΠΟΛΗ,"Κλάση Β",181,780,0.20,26,01/2021
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Δ","1,425",1049,1.40,35,01/2021
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Γ",723,1170,0.60,39,01/2021
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση A",34,1470,0.00,49,01/2021
12137,ΧΡΥΣΟΥΠΟΛΗ,"Κλάση Β",882,3240,0.30,108,01/2021
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Γ","9,967",15959,0.60,532,01/2021
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Γ","11,465",18419,0.60,614,01/2021
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση A",662,24779,0.00,827,01/2021
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση A",683,25677,0.00,856,01/2021
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Γ","17,019",27029,0.60,901,01/2021
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση A",972,35617,0.00,1190,01/2021
12137,"ΑΓ. ΙΕΡΟΘΕΟΣ","Κλάση Β","18,728",62362,0.30,2079,01/2021
12137,ΠΕΡΙΣΤΕΡΙ,"Κλάση Β","20,755",69990,0.30,2333,01/2021
12137,"ΑΣΠΡΑ ΧΩΜΑΤΑ","Κλάση Β","31,846",107269,0.30,3577,01/2021
12241,ΑΙΓΑΛΕΩ,"Κλάση Ε",205,29,7.10,2,01/2021
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Ε",385,60,6.40,2,01/2021
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Δ",237,120,2.00,4,01/2021
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Ε",783,35,22.40,5,01/2021
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","6,212",179,34.70,7,01/2021
12241,ΑΙΓΑΛΕΩ,"Κλάση Δ",299,156,1.90,8,01/2021
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Γ",311,420,0.70,14,01/2021
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ","1,128",693,1.60,25,01/2021
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",786,1086,0.70,39,01/2021
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","2,450",1592,1.50,55,01/2021
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση Β",432,1775,0.20,62,01/2021
12241,ΑΙΓΑΛΕΩ,"Κλάση Γ","1,254",2010,0.60,67,01/2021
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",699,2466,0.30,85,01/2021
12241,ΝΤΑΜΑΡΑΚΙΑ,"Κλάση A",63,2433,0.00,86,01/2021
12241,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",57,2438,0.00,96,01/2021
12241,ΑΙΓΑΛΕΩ,"Κλάση A",110,3509,0.00,127,01/2021
12241,ΑΙΓΑΛΕΩ,"Κλάση Β","2,960",10679,0.30,356,01/2021
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","14,855",23819,0.60,794,01/2021
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","1,574",56035,0.00,2089,01/2021
12241,"ΑΡ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","29,094",106346,0.30,3548,01/2021
12242,ΑΙΓΑΛΕΩ,"Κλάση Δ",59,31,1.90,2,01/2021
12242,ΒΙΑΜΑΞ,"Κλάση Δ",159,90,1.80,3,01/2021
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Ε","1,479",149,9.90,5,01/2021
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",177,148,1.20,5,01/2021
12242,ΛΙΟΥΜΗ,"Κλάση Γ",88,150,0.60,5,01/2021
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Γ",143,210,0.70,7,01/2021
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Δ",533,270,2.00,9,01/2021
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση Β",75,270,0.30,9,01/2021
12242,ΛΙΟΥΜΗ,"Κλάση A",9,330,0.00,11,01/2021
12242,"ΑΓ. ΣΑΒΒΑΣ","Κλάση A",14,360,0.00,13,01/2021
12242,ΛΙΟΥΜΗ,"Κλάση Β",161,540,0.30,18,01/2021
12242,ΑΙΓΑΛΕΩ,"Κλάση Γ",357,570,0.60,19,01/2021
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ","2,182",1499,1.50,50,01/2021
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ","1,216",1921,0.60,65,01/2021
12242,ΑΙΓΑΛΕΩ,"Κλάση A",53,2190,0.00,74,01/2021
12242,ΑΙΓΑΛΕΩ,"Κλάση Β",664,2250,0.30,75,01/2021
12242,ΒΙΑΜΑΞ,"Κλάση Γ","2,485",3930,0.60,131,01/2021
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",125,4890,0.00,163,01/2021
12242,ΒΙΑΜΑΞ,"Κλάση A",246,8461,0.00,283,01/2021
12242,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β","2,557",9210,0.30,307,01/2021
12242,ΒΙΑΜΑΞ,"Κλάση Β","4,618",16408,0.30,547,01/2021
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","14,897",23669,0.60,789,01/2021
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A","1,679",60095,0.00,2021,01/2021
12242,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","29,088",105480,0.30,3517,01/2021
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Δ",172,90,1.90,3,01/2021
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Δ",108,89,1.20,3,01/2021
12243,ΑΙΓΑΛΕΩ,"Κλάση Δ",200,150,1.30,5,01/2021
12243,ΙΕΡΑΠΟΛΗ,"Κλάση Γ",100,150,0.70,5,01/2021
12243,ΛΙΟΥΜΗ,"Κλάση Ε","2,158",148,14.60,6,01/2021
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Γ",178,240,0.70,8,01/2021
12243,ΙΕΡΑΠΟΛΗ,"Κλάση Β",100,360,0.30,12,01/2021
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Δ",465,384,1.20,13,01/2021
12243,ΙΕΡΑΠΟΛΗ,"Κλάση A",16,450,0.00,15,01/2021
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Δ",831,540,1.50,18,01/2021
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση A",29,780,0.00,26,01/2021
12243,ΑΙΓΑΛΕΩ,"Κλάση Γ",562,900,0.60,30,01/2021
12243,ΛΙΟΥΜΗ,"Κλάση Δ","1,451",1080,1.30,36,01/2021
12243,"ΑΓ. ΣΠΥΡΙΔΩΝ","Κλάση Β",343,1292,0.30,44,01/2021
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Γ","1,552",2490,0.60,83,01/2021
12243,ΑΙΓΑΛΕΩ,"Κλάση A",80,2910,0.00,97,01/2021
12243,ΑΙΓΑΛΕΩ,"Κλάση Β",945,3360,0.30,112,01/2021
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση A",164,4504,0.00,152,01/2021
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Γ","5,459",8555,0.60,286,01/2021
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Γ","5,883",9329,0.60,311,01/2021
12243,"ΔΕΞ. ΙΕΡΑΣ ΟΔΟΥ","Κλάση Β","3,187",10953,0.30,367,01/2021
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση A",449,15900,0.00,532,01/2021
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση A",733,22768,0.00,759,01/2021
12243,ΛΙΟΥΜΗ,"Κλάση Γ","15,751",25117,0.60,838,01/2021
12243,"ΑΝΩ ΛΙΟΥΜΗ","Κλάση Β","10,438",37227,0.30,1241,01/2021
12243,ΑΝΑΓΕΝΝΗΣΗ,"Κλάση Β","13,062",47824,0.30,1596,01/2021
12243,ΛΙΟΥΜΗ,"Κλάση A","1,458",51586,0.00,1721,01/2021
12243,ΛΙΟΥΜΗ,"Κλάση Β","30,247",109619,0.30,3655,01/2021
12244,ΑΙΓΑΛΕΩ,"Κλάση Β",35,120,0.30,4,01/2021
